Code postal;Localité;Sous-commune;Commune principale;Province
6880;BERTRIX;Non;BERTRIX;Luxembourg
4950;Robertville;Oui;WAIMES;Liège
6594;Beauwelz;Oui;MOMIGNIES;Hainaut
1540;Herfelingen;Oui;HERNE;Brabant Flamand
1331;Rosières;Oui;RIXENSART;Brabant Wallon
4317;Viemme;Oui;FAIMES;Liège
5537;Warnant;Oui;ANHÉE;Namur
7940;Cambron-Casteau;Oui;BRUGELETTE;Hainaut
8610;Handzame;Oui;KORTEMARK;Flandre-Occidentale
5334;Florée;Oui;ASSESSE;Namur
4920;Harzé;Oui;AYWAILLE;Liège
8840;STADEN;Non;STADEN;Flandre-Occidentale
7333;Tertre;Oui;SAINT-GHISLAIN;Hainaut
4360;Bergilers;Oui;OREYE;Liège
5100;Dave;Oui;NAMUR;Namur
5580;Han-Sur-Lesse;Oui;ROCHEFORT;Namur
6953;Ambly;Oui;NASSOGNE;Luxembourg
3470;Sint-Margriete-Houtem;Oui;KORTENAKEN;Brabant Flamand
6280;Villers-Poterie;Oui;GERPINNES;Hainaut
4607;Berneau;Oui;DALHEM;Liège
6687;BERTOGNE;Non;BERTOGNE;Luxembourg
5080;Emines;Oui;LA BRUYÈRE;Namur
5660;Dailly;Oui;COUVIN;Namur
5550;Sugny;Oui;VRESSE-SUR-SEMOIS;Namur
5523;Weillen;Oui;ONHAYE;Namur
8490;Zerkegem;Oui;JABBEKE;Flandre-Occidentale
2322;Minderhout;Oui;HOOGSTRATEN;Anvers
5310;Branchon;Oui;EGHEZÉE;Namur
6742;Chantemelle;Oui;ETALLE;Luxembourg
4960;Bellevaux-Ligneuville;Oui;MALMEDY;Liège
4210;Marneffe;Oui;BURDINNE;Liège
5600;Merlemont;Oui;PHILIPPEVILLE;Namur
5590;Braibant;Oui;CINEY;Namur
4670;BLÉGNY;Non;BLÉGNY;Liège
9420;Aaigem;Oui;ERPE-MERE;Flandre-Orientale
9950;Waarschoot;Oui;LIEVEGEM;Flandre-Orientale
8750;Zwevezele;Oui;WINGENE;Flandre-Occidentale
4621;Retinne;Oui;FLÉRON;Liège
3803;Wilderen;Oui;SINT-TRUIDEN;Limbourg
9700;Ooike;Oui;OUDENAARDE;Flandre-Orientale
1760;Pamel;Oui;ROOSDAAL;Brabant Flamand
3980;TESSENDERLO;Non;TESSENDERLO;Limbourg
4771;Heppenbach;Oui;AMBLÈVE;Liège
1760;Onze-Lieve-Vrouw-Lombeek;Oui;ROOSDAAL;Brabant Flamand
3060;BERTEM;Non;BERTEM;Brabant Flamand
8630;Booitshoeke;Oui;VEURNE;Flandre-Occidentale
7130;Bray;Oui;BINCHE;Hainaut
6223;Wagnelée;Oui;FLEURUS;Hainaut
4210;Hannêche;Oui;BURDINNE;Liège
1700;DILBEEK;Non;DILBEEK;Brabant Flamand
1750;Gaasbeek;Oui;LENNIK;Brabant Flamand
3040;HULDENBERG;Non;HULDENBERG;Brabant Flamand
9506;Zandbergen;Oui;GERAARDSBERGEN;Flandre-Orientale
5500;DINANT;Non;DINANT;Namur
4452;Paifve;Oui;JUPRELLE;Liège
6951;Bande;Oui;NASSOGNE;Luxembourg
4041;Vottem;Oui;HERSTAL;Liège
5101;Lives-Sur-Meuse;Oui;NAMUR;Namur
2340;Vlimmeren;Oui;BEERSE;Anvers
4651;Battice;Oui;HERVE;Liège
1818;VTM;;;
6820;Fontenoille;Oui;FLORENVILLE;Luxembourg
6887;Saint-Médard;Oui;HERBEUMONT;Luxembourg
7730;Evregnies;Oui;ESTAIMPUIS;Hainaut
7080;FRAMERIES;Non;FRAMERIES;Hainaut
8530;HARELBEKE;Non;HARELBEKE;Flandre-Occidentale
7022;Harveng;Oui;MONS;Hainaut
6870;Arville;Oui;SAINT-HUBERT;Luxembourg
1099;Bruxelles X;;;
3793;Teuven;Oui;FOURONS;Limbourg
7912;Dergneau;Oui;FRASNES-LEZ-ANVAING;Hainaut
2570;DUFFEL;Non;DUFFEL;Anvers
8560;Moorsele;Oui;WEVELGEM;Flandre-Occidentale
5081;Meux;Oui;LA BRUYÈRE;Namur
5140;Boignée;Oui;SOMBREFFE;Namur
7190;Ecaussinnes-D'Enghien;Oui;ECAUSSINNES;Hainaut
9800;Sint-Martens-Leerne;Oui;DEINZE;Flandre-Orientale
3740;Beverst;Oui;BILZEN;Limbourg
7943;Gages;Oui;BRUGELETTE;Hainaut
6880;Jehonville;Oui;BERTRIX;Luxembourg
6924;Lomprez;Oui;WELLIN;Luxembourg
6230;Obaix;Oui;PONT-À-CELLES;Hainaut
5650;Pry;Oui;WALCOURT;Namur
6180;COURCELLES;Non;COURCELLES;Hainaut
7970;BELOEIL;Non;BELOEIL;Hainaut
4460;Grâce-Berleur;Oui;GRÂCE-HOLLOGNE;Liège
5370;Jeneffe;Oui;HAVELANGE;Namur
7850;Marcq;Oui;ENGHIEN;Hainaut
8434;Westende;Oui;MIDDELKERKE;Flandre-Occidentale
9500;Zarlardinge;Oui;GERAARDSBERGEN;Flandre-Orientale
7906;Gallaix;Oui;LEUZE-EN-HAINAUT;Hainaut
8630;Bulskamp;Oui;VEURNE;Flandre-Occidentale
5630;Daussois;Oui;CERFONTAINE;Namur
5550;Nafraiture;Oui;VRESSE-SUR-SEMOIS;Namur
7760;Velaines;Oui;CELLES;Hainaut
6020;Dampremy;Oui;CHARLEROI;Hainaut
4731;Eynatten;Oui;RAEREN;Liège
7130;Battignies;Oui;BINCHE;Hainaut
5660;Boussu-En-Fagne;Oui;COUVIN;Namur
3620;Gellik;Oui;LANAKEN;Limbourg
3053;Haasrode;Oui;OUD-HEVERLEE;Brabant Flamand
8690;Sint-Rijkers;Oui;ALVERINGEM;Flandre-Occidentale
7861;Wannebecq;Oui;LESSINES;Hainaut
4217;Waret-L'Evêque;Oui;HÉRON;Liège
5310;Aische-En-Refail;Oui;EGHEZÉE;Namur
7370;DOUR;Non;DOUR;Hainaut
7031;Villers-Saint-Ghislain;Oui;MONS;Hainaut
1035;Ministère de la Région de Bruxelles Capitale;;;
5376;Miécret;Oui;HAVELANGE;Namur
6181;Gouy-Lez-Piéton;Oui;COURCELLES;Hainaut
6672;Beho;Oui;GOUVY;Luxembourg
7803;Bouvignies;Oui;ATH;Hainaut
8020;OOSTKAMP;Non;OOSTKAMP;Flandre-Occidentale
4606;Saint-André;Oui;DALHEM;Liège
4791;Thommen;Oui;BURG-REULAND;Liège
4340;Fooz;Oui;AWANS;Liège
3300;TIENEN;Non;TIENEN;Brabant Flamand
4280;Moxhe;Oui;HANNUT;Liège
5555;Oizy;Oui;BIÈVRE;Namur
6044;Roux;Oui;CHARLEROI;Hainaut
4520;Vinalmont;Oui;WANZE;Liège
5660;Brûly;Oui;COUVIN;Namur
7370;Elouges;Oui;DOUR;Hainaut
6540;LOBBES;Non;LOBBES;Hainaut
1120;Neder-Over-Heembeek;Oui;BRUXELLES;Bruxelles (19 communes)
6717;Nothomb;Oui;ATTERT;Luxembourg
6887;Straimont;Oui;HERBEUMONT;Luxembourg
5300;Vezin;Oui;ANDENNE;Namur
6240;FARCIENNES;Non;FARCIENNES;Hainaut
4020;Jupille-Sur-Meuse;Oui;LIÈGE;Liège
8956;Kemmel;Oui;HEUVELLAND;Flandre-Occidentale
8640;VLETEREN;Non;VLETEREN;Flandre-Occidentale
5575;Willerzie;Oui;GEDINNE;Namur
3740;BILZEN;Non;BILZEN;Limbourg
4280;Blehen;Oui;HANNUT;Liège
9042;Mendonk;Oui;GENT;Flandre-Orientale
4287;Pellaines;Oui;LINCENT;Liège
1790;Teralfene;Oui;AFFLIGEM;Brabant Flamand
1652;Alsemberg;Oui;BEERSEL;Brabant Flamand
5170;Bois-De-Villers;Oui;PROFONDEVILLE;Namur
9075;CSM Gent X;;;
3350;LINTER;Non;LINTER;Brabant Flamand
9770;Kruishoutem;Oui;KRUISEM;Flandre-Orientale
4219;Meeffe;Oui;WASSEIGES;Liège
6640;VAUX-SUR-SÛRE;Non;VAUX-SUR-SÛRE;Luxembourg
7830;Thoricourt;Oui;SILLY;Hainaut
9790;Wortegem;Oui;WORTEGEM-PETEGEM;Flandre-Orientale
4632;Cérexhe-Heuseux;Oui;SOUMAGNE;Liège
6000;CHARLEROI;Non;CHARLEROI;Hainaut
8830;Gits;Oui;HOOGLEDE;Flandre-Occidentale
8630;Vinkem;Oui;VEURNE;Flandre-Occidentale
2387;BAARLE-HERTOG;Non;BAARLE-HERTOG;Anvers
7130;BINCHE;Non;BINCHE;Hainaut
5060;Keumiée;Oui;SAMBREVILLE;Namur
8531;Hulste;Oui;HARELBEKE;Flandre-Occidentale
4350;Momalle;Oui;REMICOURT;Liège
6730;Rossignol;Oui;TINTIGNY;Luxembourg
6820;Sainte-Cécile;Oui;FLORENVILLE;Luxembourg
6724;Rulles;Oui;HABAY;Luxembourg
5353;Goesnes;Oui;OHEY;Namur
3530;HOUTHALEN-HELCHTEREN;Non;HOUTHALEN-HELCHTEREN;Limbourg
3560;Linkhout;Oui;LUMMEN;Limbourg
3770;Membruggen;Oui;RIEMST;Limbourg
5555;Baillamont;Oui;BIÈVRE;Namur
2000;ANTWERPEN;Non;ANTWERPEN;Anvers
1750;Sint-Kwintens-Lennik;Oui;LENNIK;Brabant Flamand
4650;Julémont;Oui;HERVE;Liège
1495;Marbais;Oui;VILLERS-LA-VILLE;Brabant Wallon
5550;Membre;Oui;VRESSE-SUR-SEMOIS;Namur
3700;Overrepen;Oui;TONGEREN;Limbourg
7901;Thieulain;Oui;LEUZE-EN-HAINAUT;Hainaut
1780;WEMMEL;Non;WEMMEL;Brabant Flamand
5570;Dion;Oui;BEAURAING;Namur
9500;Onkerzele;Oui;GERAARDSBERGEN;Flandre-Orientale
8400;OOSTENDE;Non;OOSTENDE;Flandre-Occidentale
9890;Baaigem;Oui;GAVERE;Flandre-Orientale
6940;DURBUY;Non;DURBUY;Luxembourg
4280;Grand-Hallet;Oui;HANNUT;Liège
8880;LEDEGEM;Non;LEDEGEM;Flandre-Occidentale
4500;Tihange;Oui;HUY;Liège
3680;MAASEIK;Non;MAASEIK;Limbourg
8640;Westvleteren;Oui;VLETEREN;Flandre-Occidentale
9860;OOSTERZELE;Non;OOSTERZELE;Flandre-Orientale
9880;AALTER;Non;AALTER;Flandre-Orientale
5004;Bouge;Oui;NAMUR;Namur
6769;Sommethonne;Oui;MEIX-DEVANT-VIRTON;Luxembourg
5380;Forville;Oui;FERNELMONT;Namur
3870;Gutshoven;Oui;HEERS;Limbourg
4800;Lambermont;Oui;VERVIERS;Liège
6840;Longlier;Oui;NEUFCHÂTEAU;Luxembourg
3272;Messelbroek;Oui;SCHERPENHEUVEL-ZICHEM;Brabant Flamand
9700;Ename;Oui;OUDENAARDE;Flandre-Orientale
3870;Heks;Oui;HEERS;Limbourg
9120;Haasdonk;Oui;BEVEREN-WAAS;Flandre-Orientale
3078;Everberg;Oui;KORTENBERG;Brabant Flamand
6760;Bleid;Oui;VIRTON;Luxembourg
6698;Grand-Halleux;Oui;VIELSALM;Luxembourg
7321;Blaton;Oui;BERNISSART;Hainaut
4530;Fize-Fontaine;Oui;VILLERS-LE-BOUILLET;Liège
5032;Corroy-Le-Château;Oui;GEMBLOUX;Namur
9667;Sint-Kornelis-Horebeke;Oui;HOREBEKE;Flandre-Orientale
8630;VEURNE;Non;VEURNE;Flandre-Occidentale
7533;Thimougies;Oui;TOURNAI;Hainaut
4630;SOUMAGNE;Non;SOUMAGNE;Liège
5537;Sosoye;Oui;ANHÉE;Namur
8860;LENDELEDE;Non;LENDELEDE;Flandre-Occidentale
5024;Marche-Les-Dames;Oui;NAMUR;Namur
3461;Molenbeek-Wersbeek;Oui;BEKKEVOORT;Brabant Flamand
9550;Sint-Lievens-Esse;Oui;HERZELE;Flandre-Orientale
5530;Durnal;Oui;YVOIR;Namur
3700;Henis;Oui;TONGEREN;Limbourg
3971;Heppen;Oui;LEOPOLDSBURG;Limbourg
9310;Meldert;Oui;AALST;Flandre-Orientale
1060;SAINT-GILLES;Non;SAINT-GILLES;Bruxelles (19 communes)
5590;Serinchamps;Oui;CINEY;Namur
1360;Thorembais-Saint-Trond;Oui;PERWEZ;Brabant Wallon
5650;Chastrès;Oui;WALCOURT;Namur
6250;Presles;Oui;AISEAU-PRESLES;Hainaut
6674;Montleban;Oui;GOUVY;Luxembourg
3840;Gors-Opleeuw;Oui;BORGLOON;Limbourg
4750;Elsenborn;Oui;BUTGENBACH;Liège
2223;Schriek;Oui;HEIST-OP-DEN-BERG;Anvers
1370;Zétrud-Lumay;Oui;JODOIGNE;Brabant Wallon
1476;Houtain-Le-Val;Oui;GENAPPE;Brabant Wallon
9200;Oudegem;Oui;DENDERMONDE;Flandre-Orientale
2180;Ekeren;Oui;ANTWERPEN;Anvers
2630;AARTSELAAR;Non;AARTSELAAR;Anvers
6730;Bellefontaine;Oui;TINTIGNY;Luxembourg
6740;Sainte-Marie-Sur-Semois;Oui;ETALLE;Luxembourg
1495;Mellery;Oui;VILLERS-LA-VILLE;Brabant Wallon
4254;Ligney;Oui;GEER;Liège
5575;GEDINNE;Non;GEDINNE;Namur
3742;Martenslinde;Oui;BILZEN;Limbourg
7866;Ollignies;Oui;LESSINES;Hainaut
4102;Ougrée;Oui;SERAING;Liège
6940;Septon;Oui;DURBUY;Luxembourg
7538;Vezon;Oui;TOURNAI;Hainaut
9968;Bassevelde;Oui;ASSENEDE;Flandre-Orientale
9860;Gijzenzele;Oui;OOSTERZELE;Flandre-Orientale
8691;Beveren-Aan-De-Ijzer;Oui;ALVERINGEM;Flandre-Occidentale
1820;STEENOKKERZEEL;Non;STEENOKKERZEEL;Brabant Flamand
3800;Engelmanshoven;Oui;SINT-TRUIDEN;Limbourg
5620;FLORENNES;Non;FLORENNES;Namur
1500;HALLE;Non;HALLE;Brabant Flamand
6830;Les Hayons;Oui;BOUILLON;Luxembourg
7540;Rumillies;Oui;TOURNAI;Hainaut
3724;Vliermaal;Oui;KORTESSEM;Limbourg
1820;Melsbroek;Oui;STEENOKKERZEEL;Brabant Flamand
4654;Charneux;Oui;HERVE;Liège
9800;Astene;Oui;DEINZE;Flandre-Orientale
3540;Schulen;Oui;HERK-DE-STAD;Limbourg
4450;Slins;Oui;JUPRELLE;Liège
2260;Tongerlo;Oui;WESTERLO;Anvers
4711;Walhorn;Oui;LONTZEN;Liège
3670;Meeuwen;Oui;OUDSBERGEN;Limbourg
5360;Natoye;Oui;HAMOIS;Namur
4252;Omal;Oui;GEER;Liège
3220;Sint-Pieters-Rode;Oui;HOLSBEEK;Brabant Flamand
7191;Ecaussinnes-Lalaing;Oui;ECAUSSINNES;Hainaut
3590;DIEPENBEEK;Non;DIEPENBEEK;Limbourg
7120;Estinnes-Au-Val;Oui;ESTINNES;Hainaut
3730;HOESELT;Non;HOESELT;Limbourg
4577;Strée-Lez-Huy;Oui;MODAVE;Liège
8890;Dadizele;Oui;MOORSLEDE;Flandre-Occidentale
2580;Beerzel;Oui;PUTTE;Anvers
9660;Sint-Maria-Oudenhove;Oui;BRAKEL;Flandre-Orientale
1930;ZAVENTEM;Non;ZAVENTEM;Brabant Flamand
7532;Béclers;Oui;TOURNAI;Hainaut
7743;Esquelmes;Oui;PECQ;Hainaut
7050;JURBISE;Non;JURBISE;Hainaut
9080;Zaffelare;Oui;LOCHRISTI;Flandre-Orientale
6900;On;Oui;MARCHE-EN-FAMENNE;Luxembourg
7750;Amougies;Oui;MONT-DE-L'ENCLUS;Hainaut
5060;SAMBREVILLE;Non;SAMBREVILLE;Namur
6767;ROUVROY;Non;ROUVROY;Luxembourg
9130;Doel;Oui;BEVEREN-WAAS;Flandre-Orientale
8647;Lo;Oui;LO-RENINGE;Flandre-Occidentale
1330;RIXENSART;Non;RIXENSART;Brabant Wallon
6460;Saint-Remy;Oui;CHIMAY;Hainaut
9700;Volkegem;Oui;OUDENAARDE;Flandre-Orientale
9840;Zevergem;Oui;DE PINTE;Flandre-Orientale
6852;Opont;Oui;PALISEUL;Luxembourg
6440;Fourbechies;Oui;FROIDCHAPELLE;Hainaut
2550;KONTICH;Non;KONTICH;Anvers
9700;Mater;Oui;OUDENAARDE;Flandre-Orientale
6462;Vaulx-Lez-Chimay;Oui;CHIMAY;Hainaut
1755;Kester;Oui;GOOIK;Brabant Flamand
9506;Nieuwenhove;Oui;GERAARDSBERGEN;Flandre-Orientale
8340;Oostkerke;Oui;DAMME;Flandre-Occidentale
9961;Boekhoute;Oui;ASSENEDE;Flandre-Orientale
3630;Eisden;Oui;MAASMECHELEN;Limbourg
6030;Goutroux;Oui;CHARLEROI;Hainaut
8560;Gullegem;Oui;WEVELGEM;Flandre-Occidentale
3900;Overpelt;Oui;PELT;Limbourg
6769;Villers-La-Loue;Oui;MEIX-DEVANT-VIRTON;Luxembourg
6182;Souvret;Oui;COURCELLES;Hainaut
5670;Dourbes;Oui;VIROINVAL;Namur
3930;Hamont;Oui;HAMONT-ACHEL;Limbourg
7622;Laplaigne;Oui;BRUNEHAUT;Hainaut
4420;SAINT-NICOLAS;Non;SAINT-NICOLAS;Liège
3512;Stevoort;Oui;HASSELT;Limbourg
5670;Treignes;Oui;VIROINVAL;Namur
8630;De Moeren;Oui;VEURNE;Flandre-Occidentale
4600;Richelle;Oui;VISÉ;Liège
6780;Wolkrange;Oui;MESSANCY;Luxembourg
6567;Merbes-Sainte-Marie;Oui;MERBES-LE-CHÂTEAU;Hainaut
1502;Lembeek;Oui;HALLE;Brabant Flamand
6680;SAINTE-ODE;Non;SAINTE-ODE;Luxembourg
5081;Bovesse;Oui;LA BRUYÈRE;Namur
9190;STEKENE;Non;STEKENE;Flandre-Orientale
8980;Geluveld;Oui;ZONNEBEKE;Flandre-Occidentale
6792;Halanzy;Oui;AUBANGE;Luxembourg
7822;Isières;Oui;ATH;Hainaut
9820;Lemberge;Oui;MERELBEKE;Flandre-Orientale
4030;Grivegnée;Oui;LIÈGE;Liège
6690;Bihain;Oui;VIELSALM;Luxembourg
6717;Thiaumont;Oui;ATTERT;Luxembourg
6760;VIRTON;Non;VIRTON;Luxembourg
6960;Dochamps;Oui;MANHAY;Luxembourg
5500;Falmagne;Oui;DINANT;Namur
4219;Acosse;Oui;WASSEIGES;Liège
4890;Clermont;Oui;THIMISTER-CLERMONT;Liège
3770;Genoelselderen;Oui;RIEMST;Limbourg
8210;Loppem;Oui;ZEDELGEM;Flandre-Occidentale
1480;Saintes;Oui;TUBIZE;Brabant Wallon
4453;Villers-Saint-Siméon;Oui;JUPRELLE;Liège
7911;Montroeul-Au-Bois;Oui;FRASNES-LEZ-ANVAING;Hainaut
5310;Upigny;Oui;EGHEZÉE;Namur
9810;Eke;Oui;NAZARETH;Flandre-Orientale
1190;FOREST;Non;FOREST;Bruxelles (19 communes)
9500;Goeferdinge;Oui;GERAARDSBERGEN;Flandre-Orientale
6210;LES BONS VILLERS;Non;LES BONS VILLERS;Hainaut
7760;CELLES;Non;CELLES;Hainaut
5620;Rosée;Oui;FLORENNES;Namur
6600;BASTOGNE;Non;BASTOGNE;Luxembourg
3360;BIERBEEK;Non;BIERBEEK;Brabant Flamand
1547;BIÉVÈNE;Non;BIÉVÈNE;Brabant Flamand
7521;Chercq;Oui;TOURNAI;Hainaut
1008;Chambre des Représentants;;;
6853;Framont;Oui;PALISEUL;Luxembourg
9451;Kerksken;Oui;HAALTERT;Flandre-Orientale
3770;Zichen-Zussen-Bolder;Oui;RIEMST;Limbourg
1400;Monstreux;Oui;NIVELLES;Brabant Wallon
3700;'S Herenelderen;Oui;TONGEREN;Limbourg
3400;Ezemaal;Oui;LANDEN;Brabant Flamand
1850;GRIMBERGEN;Non;GRIMBERGEN;Brabant Flamand
9860;Moortsele;Oui;OOSTERZELE;Flandre-Orientale
9800;Wontergem;Oui;DEINZE;Flandre-Orientale
9700;Nederename;Oui;OUDENAARDE;Flandre-Orientale
7022;Harmignies;Oui;MONS;Hainaut
1785;MERCHTEM;Non;MERCHTEM;Brabant Flamand
1031;Organisations Sociales Chrétiennes;;;
1043;VRT;;;
9790;WORTEGEM-PETEGEM;Non;WORTEGEM-PETEGEM;Flandre-Orientale
7061;Thieusies;Oui;SOIGNIES;Hainaut
8850;ARDOOIE;Non;ARDOOIE;Flandre-Occidentale
3440;Halle-Booienhoven;Oui;ZOUTLEEUW;Brabant Flamand
7050;Erbisoeul;Oui;JURBISE;Hainaut
4845;JALHAY;Non;JALHAY;Liège
6761;Latour;Oui;VIRTON;Luxembourg
6463;Lompret;Oui;CHIMAY;Hainaut
5580;Wavreille;Oui;ROCHEFORT;Namur
4432;Alleur;Oui;ANS;Liège
7120;Fauroeulx;Oui;ESTINNES;Hainaut
6870;Hatrival;Oui;SAINT-HUBERT;Luxembourg
5530;Mont;Oui;YVOIR;Namur
4280;Trognée;Oui;HANNUT;Liège
5370;Flostoy;Oui;HAVELANGE;Namur
5020;Malonne;Oui;NAMUR;Namur
8433;Mannekensvere;Oui;MIDDELKERKE;Flandre-Occidentale
4400;Chokier;Oui;FLÉMALLE;Liège
9570;Deftinge;Oui;LIERDE;Flandre-Orientale
4357;Jeneffe;Oui;DONCEEL;Liège
6630;MARTELANGE;Non;MARTELANGE;Luxembourg
3840;Rijkel;Oui;BORGLOON;Limbourg
5003;Saint-Marc;Oui;NAMUR;Namur
6921;Chanly;Oui;WELLIN;Luxembourg
4100;SERAING;Non;SERAING;Liège
8920;Bikschote;Oui;LANGEMARK-POELKAPELLE;Flandre-Occidentale
3550;Heusden;Oui;HEUSDEN-ZOLDER;Limbourg
5310;Liernu;Oui;EGHEZÉE;Namur
2491;Olmen;Oui;BALEN;Anvers
1011;Vlaams parlement;;;
5600;PHILIPPEVILLE;Non;PHILIPPEVILLE;Namur
3940;Hechtel;Oui;HECHTEL-EKSEL;Limbourg
7060;Horrues;Oui;SOIGNIES;Hainaut
6460;Salles;Oui;CHIMAY;Hainaut
8670;Oostduinkerke;Oui;KOKSIJDE;Flandre-Occidentale
3890;Niel-Bij-Sint-Truiden;Oui;GINGELOM;Limbourg
3200;Gelrode;Oui;AARSCHOT;Brabant Flamand
5650;WALCOURT;Non;WALCOURT;Namur
4890;THIMISTER-CLERMONT;Non;THIMISTER-CLERMONT;Liège
8380;Zeebrugge;Oui;BRUGGE;Flandre-Occidentale
8720;DENTERGEM;Non;DENTERGEM;Flandre-Occidentale
5140;Tongrinne;Oui;SOMBREFFE;Namur
9830;SINT-MARTENS-LATEM;Non;SINT-MARTENS-LATEM;Flandre-Orientale
4600;Lanaye;Oui;VISÉ;Liège
7782;Ploegsteert;Oui;COMINES-WARNETON;Hainaut
9700;Leupegem;Oui;OUDENAARDE;Flandre-Orientale
9800;Gottem;Oui;DEINZE;Flandre-Orientale
4347;Voroux-Goreux;Oui;FEXHE-LE-HAUT-CLOCHER;Liège
7783;Bizet;Oui;COMINES-WARNETON;Hainaut
4367;Kemexhe;Oui;CRISNÉE;Liège
5300;Landenne;Oui;ANDENNE;Namur
7034;Saint-Denis;Oui;MONS;Hainaut
5364;Schaltin;Oui;HAMOIS;Namur
7387;Montignies-Sur-Roc;Oui;HONNELLES;Hainaut
3020;Winksele;Oui;HERENT;Brabant Flamand
7160;Piéton;Oui;CHAPELLE-LEZ-HERLAIMONT;Hainaut
1880;KAPELLE-OP-DEN-BOS;Non;KAPELLE-OP-DEN-BOS;Brabant Flamand
9500;Moerbeke;Oui;GERAARDSBERGEN;Flandre-Orientale
1470;GENAPPE;Non;GENAPPE;Brabant Wallon
5310;Leuze;Oui;EGHEZÉE;Namur
2640;MORTSEL;Non;MORTSEL;Anvers
4840;WELKENRAEDT;Non;WELKENRAEDT;Liège
5651;Somzée;Oui;WALCOURT;Namur
5001;Belgrade;Oui;NAMUR;Namur
6900;Hargimont;Oui;MARCHE-EN-FAMENNE;Luxembourg
4680;Hermée;Oui;OUPEYE;Liège
3401;Waasmont;Oui;LANDEN;Brabant Flamand
8870;Kachtem;Oui;IZEGEM;Flandre-Occidentale
5377;Nettinne;Oui;SOMME-LEUZE;Namur
8980;Passendale;Oui;ZONNEBEKE;Flandre-Occidentale
4342;Hognoul;Oui;AWANS;Liège
1932;Sint-Stevens-Woluwe;Oui;ZAVENTEM;Brabant Flamand
3770;Vroenhoven;Oui;RIEMST;Limbourg
4190;Xhoris;Oui;FERRIÈRES;Liège
